"Numéro *";"Date de la facture *";"Numéro du devis";"Nom du projet";"Rue du client";"Code postal du client";"Ville du client";"Responsable commercial";"Montant HT *";"Montant TTC *";"Montant TTC du *";"Montant taxe 20.00000%";"Montant taxe 10.00000%";"Montant taxe 5.50000%";"Montant taxe 0.00000%"
230113-CACDHTMRX-4158;13/01/2023;CACDHTMRX;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";244.90;291.90;"payé le 13/01/2023";47.00;;;
230113-BDC-ZPLR382-2023-382-4157;13/01/2023;BDC-ZPLR382-2023-382;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;254.50;305.40;"Non payé";50.90;;;
230113-BDC-KUNP381-2023-381-4156;13/01/2023;BDC-KUNP381-2023-381;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1160.10;1392.12;"Non payé";232.02;;;
230112-BDC-FLAM378-2023-378-4155;12/01/2023;BDC-FLAM378-2023-378;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";1246.00;1246.00;"Non payé";;;;0.00
230112-BDC-RERZ379-2023-379-4154;12/01/2023;BDC-RERZ379-2023-379;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1019.00;1222.80;"Non payé";203.80;;;
230111-BDC-VQPD377-2023-377-4153;11/01/2023;BDC-VQPD377-2023-377;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";319.00;319.00;"Non payé";;;;0.00
230110-BDC-UCVO376-2023-376-4152;10/01/2023;BDC-UCVO376-2023-376;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;97.05;116.46;"Non payé";19.41;;;
230110-KRDZ375-TTWB374-CZXW373-VWXW372-IVBL371-NVLM370-4151;10/01/2023;BDC-NVLM370-2023-370;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4065;4878;"Non payé";813;;;
230109-BDC-WIKD359-2022-359-4150;09/01/2023;BDC-WIKD359-2022-359;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3769.03;4522.84;"Non payé";753.81;;;
230109-BDC-VSQK366-2023-366-4149;09/01/2023;BDC-VSQK366-2023-366;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";1088.00;1305.60;"Non payé";217.60;;;
230106-BDC-VBCV367-2023-367-4148;06/01/2023;BDC-VBCV367-2023-367;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;311.70;374.04;"Non payé";62.34;;;
230106-BDC-UPZC365-2023-365-4147;06/01/2023;BDC-UPZC365-2023-365;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;839.20;1007.04;"Non payé";167.84;;;
230104-BDC-WQHS363-2023-363-4146;04/01/2023;BDC-WQHS363-2023-363;;"RUE du Gravier 23";4032;Chênée;"LE VAPOTEUR";1250.00;1250.00;"Non payé";;;;0.00
230103-BDC-MPDM360-2022-360-4145;03/01/2023;BDC-MPDM360-2022-360;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1508.15;1809.78;"Non payé";301.63;;;
230102-BDC-FAKR362-2022-362-4144;02/01/2023;BDC-FAKR362-2022-362;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1095.50;1314.60;"Non payé";219.10;;;
221230-BDC-KITI340-2022-340-4143;30/12/2022;BDC-KITI340-2022-340;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";6674.40;6674.40;"Non payé";;;;0.00
221230-BDC-STJZ317-2022-317-4142;30/12/2022;BDC-STJZ317-2022-317;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";4449.71;5339.65;"Non payé";889.94;;;
221229-BDC-YCCL355-2022-355-4141;29/12/2022;BDC-YCCL355-2022-355;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;452.20;542.64;"Non payé";90.44;;;
20221229-PAIJHSI-4140;29/12/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;8876.06;"payé le 06/01/2023";90.44;;;
221228-BDC-XIAP330-2022-330-4139;28/12/2022;BDC-XIAP330-2022-330;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";2378.00;2853.60;"Non payé";475.60;;;
20221228-EKMXDRI-4138;28/12/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;2247.65;"payé le 31/01/2023";475.60;;;
221228-BDC-RCMB357-2022-357-4137;28/12/2022;BDC-RCMB357-2022-357;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";588.00;588.00;"Non payé";;;;0.00
221228-BDC-KMHD358-2022-358-4136;28/12/2022;BDC-KMHD358-2022-358;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";360.00;360.00;"Non payé";;;;0.00
221227-BDC-ZQDA346-2022-346-4135;27/12/2022;BDC-ZQDA346-2022-346;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1187.37;1424.84;"Non payé";237.47;;;
221226-BDC-KVWK354-2022-354-4134;26/12/2022;BDC-KVWK354-2022-354;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;692.70;831.24;"Non payé";138.54;;;
221222-CNEQ347-OGEV348-AHKW349-OVTN350-ZXZD351-CSPK352-4133;22/12/2022;BDC-CSPK352-2022-352;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4618.4;5542.08;"Non payé";923.68;;;
221221-BDC-KCUG353-2022-353-4132;21/12/2022;BDC-KCUG353-2022-353;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1249.67;1499.60;"Non payé";249.93;;;
221215-BDC-GJSJ335-2022-335-4131;15/12/2022;BDC-GJSJ335-2022-335;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1564.79;1877.75;"Non payé";312.96;;;
221215-BDC-VGAN333-2022-333-4130;15/12/2022;BDC-VGAN333-2022-333;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";437.54;525.05;"Non payé";87.51;;;
221214-BDC-ECLX339-2022-339-4129;14/12/2022;BDC-ECLX339-2022-339;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";636.30;763.56;"Non payé";127.26;;;
221213-BDC-UINC345-2022-345-4128;13/12/2022;BDC-UINC345-2022-345;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;141.90;170.28;"Non payé";28.38;;;
221213-BDC-DEPC344-2022-344-4127;13/12/2022;BDC-DEPC344-2022-344;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;232.33;278.80;"Non payé";46.47;;;
221213-BDC-IJBJ343-2022-343-4126;13/12/2022;BDC-IJBJ343-2022-343;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;372.83;447.40;"Non payé";74.57;;;
221213-BDC-SSKH342-2022-342-4125;13/12/2022;BDC-SSKH342-2022-342;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;734.02;880.82;"Non payé";146.80;;;
221213-BDC-IRYB341-2022-341-4124;13/12/2022;BDC-IRYB341-2022-341;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";632.07;758.48;"Non payé";126.41;;;
221212-BDC-MWAN336-2022-336-4123;12/12/2022;BDC-MWAN336-2022-336;;"14 rue du 74e régiment d'infanterie";76100;Rouen;"EURL BENARD LEROY";315.28;378.34;"Non payé";63.06;;;
221212-BDC-TLHZ331-2022-331-4122;12/12/2022;BDC-TLHZ331-2022-331;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";1448.80;1738.56;"Non payé";289.76;;;
221209-BDC-MINH338-2022-338-4121;09/12/2022;BDC-MINH338-2022-338;;"17 Rue de la République";28230;Gas;"Cigair Distribution";63.48;76.18;"Non payé";12.70;;;
221208-CDE-22-11-01-DU-28-10-2022-LXKM278-4120;08/12/2022;CDE-22-11-01-DU-28-10-2022-LXKM278;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";560.00;658.56;"Non payé";109.76;;;
221208-BDC-IQOC326-2022-326-4119;08/12/2022;BDC-IQOC326-2022-326;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";2816.85;3380.22;"Non payé";563.37;;;
221208-BDC-CZDA327-2022-327-4118;08/12/2022;BDC-CZDA327-2022-327;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";242.41;290.89;"Non payé";48.48;;;
221208-BDC-ADKQ321-2022-321-4117;08/12/2022;BDC-ADKQ321-2022-321;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";758.60;758.60;"Non payé";;;;0.00
221207-BDC-OHBZ302-2022-302-4116;07/12/2022;BDC-OHBZ302-2022-302;;"64 rue Robert Parfait";62840;Laventie;"Hauts de Chanvre";1460.80;1752.96;"Non payé";292.16;;;
221206-BDC-LNBY296-2022-296-4115;06/12/2022;BDC-LNBY296-2022-296;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";15973.20;15973.20;"Non payé";;;;0.00
221206-BDC-GHVY315-2022-315-4114;06/12/2022;BDC-GHVY315-2022-315;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1074.10;1288.92;"Non payé";214.82;;;
221205-GHIQXDHBQ-4113;05/12/2022;GHIQXDHBQ;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";86.28;101.88;"payé le 05/12/2022";15.60;;;
221205-DICK323-KTMV322-FWDN320-OWRR319-4112;05/12/2022;BDC-OWRR319-2022-319;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";5844.8;7013.76;"Non payé";1168.96;;;
221205-RHIWVLXXR-4111;05/12/2022;RHIWVLXXR;Greendot;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";600.00;720.00;"Non payé";120.00;;;
221202-BDC-VEBN316-2022-316-4110;02/12/2022;BDC-VEBN316-2022-316;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;856.90;1028.28;"Non payé";171.38;;;
221202-BDC-HAQB313-2022-313-4109;02/12/2022;BDC-HAQB313-2022-313;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;748.20;897.84;"Non payé";149.64;;;
221202-BDC-ICHR314-2022-314-4108;02/12/2022;BDC-ICHR314-2022-314;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";494.32;593.18;"Non payé";98.86;;;
221201-HZQULMPLL-4107;01/12/2022;HZQULMPLL;"Aeroma prostore";;;;"Ovelacque Anita";83.28;98.28;"payé le 01/12/2022";15.00;;;
221201-BDC-YBZS324-2022-324-4106;01/12/2022;BDC-YBZS324-2022-324;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";723.12;867.74;"Non payé";144.62;;;
221130-BDC-FFSA300-2022-300-4105;30/11/2022;BDC-FFSA300-2022-300;;"Calao 4P, 2 Rue Coysevox , Bureau 3";69001;Lyon;"CALAO 4P";504.09;604.91;"Non payé";100.82;;;
221129-BDC-OHAI318-2022-318-4104;29/11/2022;BDC-OHAI318-2022-318;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;192.80;231.36;"Non payé";38.56;;;
221129-BDC-CCFV308-2022-308-4103;29/11/2022;BDC-CCFV308-2022-308;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;976.50;1171.80;"Non payé";195.30;;;
221129-BDC-JIPQ312-2022-312-4102;29/11/2022;BDC-JIPQ312-2022-312;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;748.20;897.84;"Non payé";149.64;;;
221128-BDC-UUXH310-2022-310-4101;28/11/2022;BDC-UUXH310-2022-310;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";330.52;330.52;"Non payé";;;;0.00
221128-BDC-OOXZ311-2022-311-4100;28/11/2022;BDC-OOXZ311-2022-311;;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";1082.16;1298.59;"Non payé";216.43;;;
221125-BDC-WKVB305-2022-305-4099;25/11/2022;BDC-WKVB305-2022-305;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";440.88;529.06;"Non payé";88.18;;;
221124-BDC-CLLA291-2022-291-4098;24/11/2022;BDC-CLLA291-2022-291;;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";1638.27;1965.92;"Non payé";327.65;;;
221124-BDC-TNEK309-2022-309-4097;24/11/2022;BDC-TNEK309-2022-309;;"11 impasse du Docteur Fléming";62221;Noyelles-sous-lens;"SARL Wat Presse";572.00;686.40;"Non payé";114.40;;;
221123-BDC-LNBY296-2022-296-4096;23/11/2022;BDC-LNBY296-2022-296;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";1317.60;1317.60;"Non payé";;;;0.00
221123-BDC-QSBT301-2022-301-4095;23/11/2022;BDC-QSBT301-2022-301;;"8 AVENUE NATIONALE La Neuvillette";51100;REIMS;Distrivape;900.00;1080.00;"Non payé";180.00;;;
221123-BDC-VFLW306-2022-306-4094;23/11/2022;BDC-VFLW306-2022-306;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";510.00;612.00;"Non payé";102.00;;;
221123-BDC-CWZN307-2022-307-4093;23/11/2022;BDC-CWZN307-2022-307;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;230.05;276.06;"Non payé";46.01;;;
221122-BDC-NNTF295-2022-295-4092;22/11/2022;BDC-NNTF295-2022-295;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";691.47;829.76;"Non payé";138.29;;;
221122-BDC-HXAQ294-2022-294-4091;22/11/2022;BDC-HXAQ294-2022-294;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";8015.30;9618.36;"Non payé";1603.06;;;
221121-SSHD287-WXWE286-GTTV285-VYBG284-WWOG283-ZPSO282-4090;21/11/2022;BDC-ZPSO282-2022-282;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";5006.8;6008.16;"Non payé";1001.36;;;
221121-CDE-22-11-01-DU-28-10-2022-LXKM278-4089;21/11/2022;CDE-22-11-01-DU-28-10-2022-LXKM278;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";26881.00;31612.06;"Non payé";5268.68;;;
221121-BDC-TNGZ293-2022-293-4088;21/11/2022;BDC-TNGZ293-2022-293;;"RUE du Gravier 23";4032;Chênée;"LE VAPOTEUR";1531.77;1531.77;"Non payé";;;;0.00
221121-BDC-RUOM297-2022-297-4087;21/11/2022;BDC-RUOM297-2022-297;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";642.00;642.00;"Non payé";;;;0.00
221118-CDE-63-DU-02-11-2022-OHLV279-4086;18/11/2022;CDE-63-DU-02-11-2022-OHLV279;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";5036.07;6043.28;"Non payé";1007.21;;;
221118-BDC-VPDT303-2022-303-4085;18/11/2022;BDC-VPDT303-2022-303;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;277.15;332.58;"Non payé";55.43;;;
221117-BDC-JIWB298-2022-298-4084;17/11/2022;BDC-JIWB298-2022-298;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1105.00;1326.00;"Non payé";221.00;;;
221116-MBWTUDTUR-4083;16/11/2022;MBWTUDTUR;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";68.28;80.28;"payé le 16/11/2022";12.00;;;
20221116-MCGNJII-4082;16/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;960.00;"payé le 02/12/2022";12.00;;;
221114-CDE-NOMADIET-DU-03-11-2022-SIYS280-4081;14/11/2022;CDE-NOMADIET-DU-03-11-2022-SIYS280;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";748.20;897.84;"Non payé";149.64;;;
221110-BDC-QPUM290-2022-290-4080;10/11/2022;BDC-QPUM290-2022-290;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;372.40;446.88;"Non payé";74.48;;;
221110-BDC-UDXO289-2022-289-4079;10/11/2022;BDC-UDXO289-2022-289;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;275.90;331.08;"Non payé";55.18;;;
221109-BDC-BEMW288-2022-288-4078;09/11/2022;BDC-BEMW288-2022-288;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1372.00;1646.40;"Non payé";274.40;;;
221104-CDE-DU-25-10-2022-PIHG273-4077;04/11/2022;CDE-DU-25-10-2022-PIHG273;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";2204.40;2645.28;"Non payé";440.88;;;
221103-CDE-YZY-COMINES-DU-27-10-2022-OQIB281-4076;03/11/2022;CDE-YZY-COMINES-DU-27-10-2022-OQIB281;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1559.00;1870.80;"Non payé";311.80;;;
20221103-BRHISVB-4075;03/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;2159.04;"payé le 03/11/2022";311.80;;;
20221102-OABHZFV-4074;02/11/2022;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;470.15;"Non payé";311.80;;;
20221102-WOPGUOA-4073;02/11/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;370.73;"Non payé";311.80;;;
20221102-XKQLGYG-4072;02/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1146.60;"payé le 02/11/2022";311.80;;;
20221102-VUWKPWU-4071;02/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;696.00;"payé le 02/11/2022";311.80;;;
20221102-VBRIEYP-4070;02/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;451.25;"payé le 02/11/2022";311.80;;;
20221102-EQEWIOS-4069;02/11/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;42768.00;"payé le 02/11/2022";311.80;;;
221028-CDE-DU-25-10-2022-RMGC274-4068;28/10/2022;CDE-DU-25-10-2022-RMGC274;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";795.50;954.60;"Non payé";159.10;;;
221028-CDE-DU-26-10-2022-IVVJ276-4067;28/10/2022;CDE-DU-26-10-2022-IVVJ276;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";377.80;453.36;"Non payé";75.56;;;
221028-CDE-DU-20-10-2022-HZUP267-4066;28/10/2022;CDE-DU-20-10-2022-HZUP267;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";709.70;851.64;"Non payé";141.94;;;
221028-CDE-DU-26-10-2022-NSVR275-4065;28/10/2022;CDE-DU-26-10-2022-NSVR275;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1461.40;1753.68;"Non payé";292.28;;;
221026-DU-DU-DU-DU-4064;26/10/2022;CDE-DU-17-10-2022-VLGR266;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";3821.7;4586.04;"Non payé";764.34;;;
221026-CDE-VANAKKAM-DU-26-10-2022-IWUF277-4063;26/10/2022;CDE-VANAKKAM-DU-26-10-2022-IWUF277;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;158.50;190.20;"Non payé";31.70;;;
221026-CDE-DU-17-10-2022-CHNT262-4062;26/10/2022;CDE-DU-17-10-2022-CHNT262;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";3931.20;3931.20;"Non payé";;;;0.00
221025-CDE-T--L-DU-25-10-QBMJ272-4061;25/10/2022;CDE-T--L-DU-25-10-QBMJ272;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;55.00;66.00;"Non payé";11.00;;;
221025-ORDER-22-DU-19-10-2022-HBLO264-4060;25/10/2022;ORDER-22-DU-19-10-2022-HBLO264;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";219.71;219.71;"Non payé";;;;0.00
221025-CDE-DU-19-10-2022-BFUZ265-4059;25/10/2022;CDE-DU-19-10-2022-BFUZ265;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;162.00;194.40;"Non payé";32.40;;;
221025-CDE-22-10-01-MXUF247-4058;25/10/2022;CDE-22-10-01-MXUF247;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";11318.00;13309.97;"Non payé";2218.33;;;
221024-CDE-62-DU-10-10-2022-SPQF259-4057;24/10/2022;CDE-62-DU-10-10-2022-SPQF259;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";494.60;593.52;"Non payé";98.92;;;
221021-CDE-DU-05-09-2022-ADEP200-4056;21/10/2022;CDE-DU-05-09-2022-ADEP200;;"CIRCLE BIO DAILY";"325 PROMENADE DES ANGLAISES";"06200 NICE";"CIRCLE BIO DAILY";777.00;932.40;"Non payé";155.40;;;
221020-CDE-DU14-10-2022-CVML260-4055;20/10/2022;CDE-DU14-10-2022-CVML260;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";1710.61;2052.73;"Non payé";342.12;;;
221019-CDE-18-10-2022-BTYZ263-4054;19/10/2022;CDE-18-10-2022-BTYZ263;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1052.50;1263.00;"Non payé";210.50;;;
20221019-PSYQLJT-4053;19/10/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1138.80;"payé le 24/11/2022";210.50;;;
20221019-XECWXAE-4052;19/10/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;548.52;"payé le 24/11/2022";210.50;;;
20221019-UXJOCTB-4051;19/10/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;696.00;"payé le 24/10/2022";210.50;;;
20221018-DQVPPWJ-4050;18/10/2022;;;"12 RUE DE CANNES";59000;LILLE;"GROUPE   ELICAN";;2567.82;"Non payé";210.50;;;
221014-BDC-UROK261-2022-261-4049;14/10/2022;BDC-UROK261-2022-261;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1232.50;1479.00;"Non payé";246.50;;;
221014-CDE-N--61-DU-29-09-2022-WBKQ244-4048;14/10/2022;CDE-N--61-DU-29-09-2022-WBKQ244;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";1959.53;2351.44;"Non payé";391.91;;;
221013-CURBUNOXZ-4047;13/10/2022;CURBUNOXZ;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";102.09;120.69;"payé le 13/10/2022";18.60;;;
221013-CDE-N--61-DU-29-09-2022-WBKQ244-4046;13/10/2022;CDE-N--61-DU-29-09-2022-WBKQ244;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3566.06;4279.27;"Non payé";713.21;;;
20221013-SPQXTCX-4045;13/10/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;1592.64;"Non payé";713.21;;;
221013-BDC-EPEZ257-2022-257-4044;13/10/2022;BDC-EPEZ257-2022-257;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";19299.60;19299.60;"Non payé";;;;0.00
221012-CDE-MAIL-DU-11-10-2022-RLMN256-4043;12/10/2022;CDE-MAIL-DU-11-10-2022-RLMN256;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;84.00;100.80;"Non payé";16.80;;;
221010-DU-du-DU-4042;10/10/2022;CDE-DU-05-10-2022-IAKF250;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";1086.1;1303.32;"Non payé";217.22;;;
221010-CDE-DU-10-10-2022-WMHV254-4041;10/10/2022;CDE-DU-10-10-2022-WMHV254;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";748.50;898.20;"Non payé";149.70;;;
221005-CDE-DU-04-10-2022-PHGC249-4040;05/10/2022;CDE-DU-04-10-2022-PHGC249;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";231.01;277.21;"Non payé";46.20;;;
221004-GREENDOT-RQ-YNEK248-4039;04/10/2022;GREENDOT-RQ-YNEK248;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;258.95;310.74;"Non payé";51.79;;;
20221004-HHFIYDT-4038;04/10/2022;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;470.15;"Non payé";51.79;;;
221004-Cde-du-29-09-2022-YSUA246-4037;04/10/2022;Cde-du-29-09-2022-YSUA246;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";634.70;761.64;"Non payé";126.94;;;
20221004-IXKFYKK-4036;04/10/2022;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;370.73;"Non payé";126.94;;;
20221004-JAUYFKC-4035;04/10/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;637.25;"payé le 24/10/2022";126.94;;;
20221004-FVLBPYN-4034;04/10/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1397.40;"payé le 24/10/2022";126.94;;;
220930-CDE-DU-27-09-2022-FWKJ245-4033;30/09/2022;CDE-DU-27-09-2022-FWKJ245;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";1141.00;1141.00;"Non payé";;;;0.00
220930-CDE-GREENDOT-PART--NBZE232-4032;30/09/2022;CDE-GREENDOT-PART--NBZE232;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;17.38;20.86;"Non payé";3.48;;;
20220930-RBNMASE-4031;30/09/2022;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;517.78;"payé le 30/09/2022";3.48;;;
220929-AHIW237-4030;29/09/2022;BDC-AHIW237-2022-237;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";30.7;36.84;"Non payé";6.14;;;
220929-CDE-DU-26-09-2022-BJIR231-4029;29/09/2022;CDE-DU-26-09-2022-BJIR231;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;225.85;271.02;"Non payé";45.17;;;
220929-CDE-DU-26-09-2022-QKPD240-4028;29/09/2022;CDE-DU-26-09-2022-QKPD240;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1006.65;1207.98;"Non payé";201.33;;;
220929-cde-du-26-09-2022-XOMG239-4027;29/09/2022;cde-du-26-09-2022-XOMG239;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";442.55;531.06;"Non payé";88.51;;;
220929-CDE-du-27-09-2022-AINM238-4026;29/09/2022;CDE-du-27-09-2022-AINM238;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";2705.40;2705.40;"Non payé";;;;0.00
220929-BDC-FIAV226-2022-226-4025;29/09/2022;BDC-FIAV226-2022-226;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1732.10;2078.52;"Non payé";346.42;;;
220929-BDC-LIPB233-2022-233-4024;29/09/2022;BDC-LIPB233-2022-233;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;5.40;6.48;"Non payé";1.08;;;
